Nummer;Behandlingsaktivitet;KLE Hovedgruppe;KLE Gruppe;KLE niveau 3
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 01. Udlånsvirksomhed;21.01.00. Udlånsvirksomhed i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 01. Udlånsvirksomhed;21.01.10. Udlån og udlånskontrol
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 01. Udlånsvirksomhed;21.01.12. Reservering af materialer - biblioteker
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 01. Udlånsvirksomhed;21.01.14. Hjemkaldelse af materialer - biblioteker
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 01. Udlånsvirksomhed;21.01.16. Fornyelse af udlån - biblioteker
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 01. Udlånsvirksomhed;21.01.18. Fjernlån - biblioteker
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 01. Udlånsvirksomhed;21.01.20. Selvbetjening på biblioteker
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 02. Benyttelse på stedet;21.02.00. Benyttelse på stedet i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 02. Benyttelse på stedet;21.02.05. Lektiecafe på biblioteker
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 02. Benyttelse på stedet;21.02.10. Læringscentre på biblioteker
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 03. Materialesamling;21.03.00. Materialesamlinger i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 05. AV-materialer;21.05.00. AV-materialer i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 06. Fokeskolens pædagogiske læringscentre;21.06.00. Folkeskolens pædagogiske læringscentre i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 07. Bibliotekssamarbejde;21.07.00. Bibliotekssamarbejde i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 08. Biblioteksbetjening af institutioner og enkelte befolkningsgrupper;21.08.00. Biblioteksbetjening af institutioner og enkelte befolkningsgrupper i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 08. Biblioteksbetjening af institutioner og enkelte befolkningsgrupper;21.08.01. Sygehuse, biblioteksbetjening
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 08. Biblioteksbetjening af institutioner og enkelte befolkningsgrupper;21.08.02. Erhvervsservice, biblioteksbetjening
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 08. Biblioteksbetjening af institutioner og enkelte befolkningsgrupper;21.08.03. Uddannelsesinstitutioner, biblioteksbetjening
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 08. Biblioteksbetjening af institutioner og enkelte befolkningsgrupper;21.08.04. Sociale institutioner, biblioteksbetjening
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 08. Biblioteksbetjening af institutioner og enkelte befolkningsgrupper;21.08.06. Biblioteksbetjening af særlige befolkningsgrupper
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 09. Fysisk biblioteksstruktur, bogbusser mv.;21.09.00. Fysisk biblioteksstruktur, bogbusser mv. i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 10. Biblioteksudstillinger og -arrangementer;21.10.00. Biblioteksudstillinger og -arrangementer i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 11. Formidling og referencearbejde;21.11.00. Formidling og referencearbejde i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 15. Særlige rekvirerede biblioteksydelser;21.15.00. Særlige rekvirerede biblioteksydelser i almindelighed
42;Behandling af personoplysninger i forbindelse med biblioteker;21. Biblioteker;21. 20. Bibliotekernes nettjenester;21.20.00. Bibliotekernes nettjenester i almindelighed
43;Behandling af personoplysninger i forbindelse med rekruttering;15. Arbejdsmarked og beskæftigelsesindsats;15. 30. Studiejob;15.30.00. Studiejob i almindelighed
43;Behandling af personoplysninger i forbindelse med rekruttering;15. Arbejdsmarked og beskæftigelsesindsats;15. 30. Studiejob;15.30.05. Formidling af fritidsjob og studiejob
43;Behandling af personoplysninger i forbindelse med rekruttering;81. Kommunens personale;81. 02. Rekruttering;81.02.00. Rekruttering i almindelighed
43;Behandling af personoplysninger i forbindelse med rekruttering;81. Kommunens personale;81. 03. Ansættelse;81.03.00. Ansættelse i almindelighed
43;Behandling af personoplysninger i forbindelse med rekruttering;81. Kommunens personale;81. 05. Introduktion af nye medarbejdere;81.05.00. Introduktion af nye medarbejdere i almindelighed
43;Behandling af personoplysninger i forbindelse med rekruttering;81. Kommunens personale;81. 25. Bibeskæftigelse;81.25.00. Bibeskæftigelse i almindelighed
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 00. Kommunens personale;81.00.00. Kommunens personale i almindelighed
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 00. Kommunens personale;81.00.05. Jobbank, kommunens personale
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 00. Kommunens personale;81.00.10. Overførsel af personale
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 01. Stillinger i kommunen, klassificering mv.;81.01.00. Stillinger i kommunen, klassificering mv. i almindelighed
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 01. Stillinger i kommunen, klassificering mv.;81.01.10. Ikke-normeret personale
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.00. Samarbejds-/MED-udvalg, tillidsrepræsentanter i almindelighed
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.01. Kommunernes samarbejdsnævn
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.02. Koordinationsudvalg
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.03. Centraludvalg
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.04. Hovedsamarbejdsudvalg
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.05. Lokalsamarbejdsudvalg
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.06. Samarbejds-/MED-udvalgets underudvalg
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.07. Kontaktudvalg
44;Behandling af personoplysninger i forbindelse med  kommunens personale og stillinger i kommunen;81. Kommunens personale;81. 38. Samarbejds-/MED-udvalg, tillidsrepræsentanter;81.38.08. Tillidsrepræsentanter
45;Behandling af personoplysninger i forbindelse med lære-, elev- og praktikpladser i kommunen;81. Kommunens personale;81. 07. Elev-, praktik- og lærepladser, personale;81.07.00. Elev-, praktik- og lærepladser, personale i almindelighed
45;Behandling af personoplysninger i forbindelse med lære-, elev- og praktikpladser i kommunen;81. Kommunens personale;81. 07. Elev-, praktik- og lærepladser, personale;81.07.01. Oprettelse og godkendelse af elev-, praktik- og lærepladser, personale
45;Behandling af personoplysninger i forbindelse med lære-, elev- og praktikpladser i kommunen;81. Kommunens personale;81. 07. Elev-, praktik- og lærepladser, personale;81.07.02. Uddannelsesforløb og planer, elev-, praktik- og lærepladser, personale
46;Behandling af personoplysninger i forbindelse med personaleudvikling og jobrotation (både internt og eksternt);81. Kommunens personale;81. 04. Personaleudvikling;81.04.00. Personaleudvikling i almindelighed
46;Behandling af personoplysninger i forbindelse med personaleudvikling og jobrotation (både internt og eksternt);81. Kommunens personale;81. 04. Personaleudvikling;81.04.02. Medarbejdersamtaler (MUS)
46;Behandling af personoplysninger i forbindelse med personaleudvikling og jobrotation (både internt og eksternt);81. Kommunens personale;81. 04. Personaleudvikling;81.04.04. Lederudvikling
46;Behandling af personoplysninger i forbindelse med personaleudvikling og jobrotation (både internt og eksternt);81. Kommunens personale;81. 06. Jobrotation;81.06.00. Jobrotation i almindelighed
46;Behandling af personoplysninger i forbindelse med personaleudvikling og jobrotation (både internt og eksternt);81. Kommunens personale;81. 06. Jobrotation;81.06.01. Intern jobrotation
46;Behandling af personoplysninger i forbindelse med personaleudvikling og jobrotation (både internt og eksternt);81. Kommunens personale;81. 06. Jobrotation;81.06.02. Ekstern jobrotation
46;Behandling af personoplysninger i forbindelse med personaleudvikling og jobrotation (både internt og eksternt);81. Kommunens personale;81. 44. Kongresser, konferencer, årsmøder, foredragsrækker, arrangementer mv.;81.44.00. Kongresser, konferencer, årsmøder, foredragsrækker, arrangementer mv. i almindelighed
46;Behandling af personoplysninger i forbindelse med personaleudvikling og jobrotation (både internt og eksternt);81. Kommunens personale;81. 45. Seminarer;81.45.00. Seminarer i almindelighed
47;Behandling af personoplysninger i forbindelse med uddannelse af personale og folkevalgte;81. Kommunens personale;81. 39. Uddannelse af personale og folkevalgte;81.39.00. Uddannelse af personale og folkevalgte i almindelighed
47;Behandling af personoplysninger i forbindelse med uddannelse af personale og folkevalgte;81. Kommunens personale;81. 39. Uddannelse af personale og folkevalgte;81.39.10. Ekstern uddannelse
47;Behandling af personoplysninger i forbindelse med uddannelse af personale og folkevalgte;81. Kommunens personale;81. 39. Uddannelse af personale og folkevalgte;81.39.15. Intern uddannelse
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 09. Hjemmearbejde;81.09.00. Hjemmearbejde i almindelighed
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 10. Arbejdstid;81.10.00. Arbejdstid i almindelighed
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 13. Tjenesterejser for ansatte;81.13.00. Tjenesterejser for ansatte i almindelighed
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 13. Tjenesterejser for ansatte;81.13.01. Transport/befordring
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 13. Tjenesterejser for ansatte;81.13.02. Time-/dagpenge
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 13. Tjenesterejser for ansatte;81.13.03. Overnatning
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 13. Tjenesterejser for ansatte;81.13.05. Udstationering
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 27. Ferier og fridage, personale;81.27.00. Ferier og fridage, personale i almindelighed
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 27. Ferier og fridage, personale;81.27.01. Ferier, personale
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 27. Ferier og fridage, personale;81.27.02. Fridage, personale
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 27. Ferier og fridage, personale;81.27.05. Feriefridage, personale
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 28. Sygdom og fravær, personale;81.28.00. Sygdom og fravær, personale i almindelighed
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 28. Sygdom og fravær, personale;81.28.08. Smitteopsporing, personale
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.00. Tjenestefrihed og orlov i almindelighed
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.01. Tjenestefrihed med løn
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.02. Tjenestefrihed uden løn
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.03. Barselsorlov/adoptionsorlov
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.04. Plejeorlov, personaleforhold
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.05. Værnepligtsorlov/FN-tjeneste
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.06. Tjenestefrihed, faglige repræsentanter
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.11. Orlov til uddannelse
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 30. Tjenestefrihed og orlov;81.30.15. Varetagelse af ombud
48;Behandling af personoplysninger i forbindelse med ansattes arbejdstid;81. Kommunens personale;81. 37. Retræte-/seniorordninger;81.37.00. Retræte-/seniorordninger i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 08. Frikøb af medarbejdere;81.08.00. Frikøb af medarbejdere i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 08. Frikøb af medarbejdere;81.08.01. Internt frikøb af medarbejdere
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 08. Frikøb af medarbejdere;81.08.02. Eksternt frikøb af medarbejdere
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 14. Økonomiske ydelser til folkevalgte;81.14.00. Økonomiske ydelser til folkevalgte i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 14. Økonomiske ydelser til folkevalgte;81.14.01. Diæter, befordring, overnatning mv.
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 14. Økonomiske ydelser til folkevalgte;81.14.10. Vederlag, honorar og pension
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 14. Økonomiske ydelser til folkevalgte;81.14.15. Dokumenterede merudgifter
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 14. Økonomiske ydelser til folkevalgte;81.14.20. Godtgørelse / støtte til folkevalgte efter styrelseslovens § 16, stk. 11, pkt. 2
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 15. Løn;81.15.00. Løn i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 15. Løn;81.15.03. Særlige ydelser og honorarer
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 15. Løn;81.15.06. Dispensation fra uddannelseskrav
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 15. Løn;81.15.10. Tillæg af anciennitet
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 15. Løn;81.15.15. Puljeordninger/lokalløn/decentral løn
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 15. Løn;81.15.16. Resultatløn
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 15. Løn;81.15.17. Funktionsløn
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 15. Løn;81.15.18. Kvalifikationsløn
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 16. Personalegoder (skattefri);81.16.00. Personalegoder (skattefri) i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 17. Tjenestemandslån;81.17.00. Tjenestemandslån i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 19. Personalegoder (skattepligtige);81.19.00. Personalegoder (skattepligtige) i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 19. Personalegoder (skattepligtige);81.19.05. Telefongodtgørelse
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 22. Pension, personale;81.22.00. Pension, personale i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 22. Pension, personale;81.22.01. Pensionsforsikringer
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 22. Pension, personale;81.22.05. Kapitalpension og kapitalforsikring
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 22. Pension, personale;81.22.10. Tjenestemandspension
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.00. Arbejdsgivernes fællesopkrævning i almindelighed
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.01. ATP (Arbejdsmarkedets Tillægspension)
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.02. Lønmodtagernes Garantifond
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.03. Arbejdsgivernes Uddannelsesbidrag
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.04. Arbejdsløshedsforsikring
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.06. Arbejdsmarkedsuddannelsesfond
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.07. Lønmodtagernes Dyrtidsfond
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.08. AKUT-bidrag
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.09. Arbejdsmarkedsbidrag
49;Behandling af personoplysninger i forbindelse med løn, personalepleje/-velfærd, personalebegivenheder og øvrige økonomiske ydelser;81. Kommunens personale;81. 23. Arbejdsgivernes fællesopkrævning;81.23.10. Arbejdsmiljørådet
50;Behandling af personoplysninger i forbindelse med arbejdsskader og sundhedsfremmende tiltag;81. Kommunens personale;81. 29. Arbejdsskader/tilskadekomst;81.29.00. Arbejdsskader/tilskadekomst i almindelighed
50;Behandling af personoplysninger i forbindelse med arbejdsskader og sundhedsfremmende tiltag;81. Kommunens personale;81. 29. Arbejdsskader/tilskadekomst;81.29.01. Arbejdsulykker/arbejdsskader
50;Behandling af personoplysninger i forbindelse med arbejdsskader og sundhedsfremmende tiltag;81. Kommunens personale;81. 29. Arbejdsskader/tilskadekomst;81.29.02. Pludselige løfteskader
50;Behandling af personoplysninger i forbindelse med arbejdsskader og sundhedsfremmende tiltag;81. Kommunens personale;81. 29. Arbejdsskader/tilskadekomst;81.29.03. Erhvervssygdomme
50;Behandling af personoplysninger i forbindelse med arbejdsskader og sundhedsfremmende tiltag;81. Kommunens personale;81. 29. Arbejdsskader/tilskadekomst;81.29.08. Nærved-ulykker
50;Behandling af personoplysninger i forbindelse med arbejdsskader og sundhedsfremmende tiltag;81. Kommunens personale;81. 34. Sundhedsfremmende foranstaltninger for personalet;81.34.00. Sundhedsfremmende foranstaltninger for personalet i almindelighed
50;Behandling af personoplysninger i forbindelse med arbejdsskader og sundhedsfremmende tiltag;81. Kommunens personale;81. 34. Sundhedsfremmende foranstaltninger for personalet;81.34.05. Foranstaltninger mod rygning
50;Behandling af personoplysninger i forbindelse med arbejdsskader og sundhedsfremmende tiltag;81. Kommunens personale;81. 34. Sundhedsfremmende foranstaltninger for personalet;81.34.10. Foranstaltninger mod alkohol
51;Behandling af personoplysninger i forbindelse med arbejdskonflikter, disciplinære foranstaltninger og afsked;81. Kommunens personale;81. 12. Arbejdskonflikter;81.12.00. Arbejdskonflikter i almindelighed
51;Behandling af personoplysninger i forbindelse med arbejdskonflikter, disciplinære foranstaltninger og afsked;81. Kommunens personale;81. 35. Disciplinære foranstaltninger;81.35.00. Disciplinære foranstaltninger i almindelighed
51;Behandling af personoplysninger i forbindelse med arbejdskonflikter, disciplinære foranstaltninger og afsked;81. Kommunens personale;81. 36. Afsked;81.36.00. Afsked i almindelighed
51;Behandling af personoplysninger i forbindelse med arbejdskonflikter, disciplinære foranstaltninger og afsked;81. Kommunens personale;81. 36. Afsked;81.36.01. Ansøgt afsked
51;Behandling af personoplysninger i forbindelse med arbejdskonflikter, disciplinære foranstaltninger og afsked;81. Kommunens personale;81. 36. Afsked;81.36.05. Uansøgt afsked
51;Behandling af personoplysninger i forbindelse med arbejdskonflikter, disciplinære foranstaltninger og afsked;81. Kommunens personale;81. 36. Afsked;81.36.10. Frivillige fratrædelsesaftaler
52;Behandling af personoplysninger i forbindelse med legitimation samt beklædning;81. Kommunens personale;81. 31. Personalelegitimation;81.31.00. Personalelegitimation i almindelighed
52;Behandling af personoplysninger i forbindelse med legitimation samt beklædning;81. Kommunens personale;81. 32. Beklædning, uniformer, påklædning;81.32.00. Beklædning, uniformer, påklædning i almindelighed
52;Behandling af personoplysninger i forbindelse med legitimation samt beklædning;82. Kommunens ejendomme og lokaler;82. 14. Nøglesystemer, kommunens ejendomme;82.14.00. Nøglesystemer, kommunens ejendomme i almindelighed
53;Behandling af personoplysninger i forbindelse med frivillige i kommunale institutioner;81. Kommunens personale;81. 50. Frivillige i kommunale institutioner;81.50.00. Frivillige i kommunale institutioner i almindelighed
53;Behandling af personoplysninger i forbindelse med frivillige i kommunale institutioner;81. Kommunens personale;81. 50. Frivillige i kommunale institutioner;81.50.05. Aftalevilkår for frivillige
53;Behandling af personoplysninger i forbindelse med frivillige i kommunale institutioner;81. Kommunens personale;81. 50. Frivillige i kommunale institutioner;81.50.10. Frivilliges udgifter
53;Behandling af personoplysninger i forbindelse med frivillige i kommunale institutioner;81. Kommunens personale;81. 50. Frivillige i kommunale institutioner;81.50.15. Introduktion og uddannelse af frivillige
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 00. Kommunens arbejdsmiljø;87.00.00. Kommunens arbejdsmiljø i almindelighed
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 00. Kommunens arbejdsmiljø;87.00.10. Arbejdsmiljødrøftelse
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 01. Arbejdsmiljøorganisation;87.01.00. Arbejdsmiljøorganisation i almindelighed
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 01. Arbejdsmiljøorganisation;87.01.01. Arbejdsmiljøgruppe
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 01. Arbejdsmiljøorganisation;87.01.02. Arbejdsmiljøudvalg
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 01. Arbejdsmiljøorganisation;87.01.03. Medlemmer af arbejdsmiljøorganisationen
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 05. Arbejdsmiljøpligter;87.05.00. Arbejdsmiljøpligter i almindelighed
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 05. Arbejdsmiljøpligter;87.05.05. Intern audit af arbejdsmiljø
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 05. Arbejdsmiljøpligter;87.05.10. Arbejdspladsvurdering (APV) og trivselsmålinger
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 06. Arbejdets udførelse;87.06.00. Arbejdets udførelse i almindelighed
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 07. Arbejdsstedets indretning;87.07.00. Arbejdsstedets indretning i almindelighed
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 08. Arbejdsmiljøtekniske hjælpemidler mv.;87.08.00. Arbejdsmiljøtekniske hjælpemidler mv. i almindelighed
54;Behandling af personoplysninger i forbindelse med kommunens arbejdsmiljø;87. Kommunens arbejdsmiljø;87. 10. Hviletid og fridøgn;87.10.00. Hviletid og fridøgn i almindelighed
